,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__dropout,param_clf__hidden_activation,param_clf__nn1,param_clf__nn2,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
15,0.7906284809112549,0.007599072157923907,0.08437213897705079,0.0076547541295842085,0.1,sigmoid,8,2,"{'clf__dropout': 0.1, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 8, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
16,0.8375303745269775,0.06607267853259442,0.09058604240417481,0.006315759283113058,0.2,relu,16,4,"{'clf__dropout': 0.2, 'clf__hidden_activation': 'relu', 'clf__nn1': 16, 'clf__nn2': 4}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
17,0.8062581062316895,0.012490151304733162,0.09062013626098633,0.011689724047316486,0.2,relu,16,2,"{'clf__dropout': 0.2, 'clf__hidden_activation': 'relu', 'clf__nn1': 16, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
18,0.8241520404815674,0.08042275920349956,0.08209648132324218,0.006053563863955532,0.2,relu,8,4,"{'clf__dropout': 0.2, 'clf__hidden_activation': 'relu', 'clf__nn1': 8, 'clf__nn2': 4}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
19,0.8156910419464112,0.06125195312771292,0.09057316780090333,0.006362963938625231,0.2,relu,8,2,"{'clf__dropout': 0.2, 'clf__hidden_activation': 'relu', 'clf__nn1': 8, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
20,0.8125621318817139,0.00014487475875267204,0.09679512977600098,0.011609777998236816,0.2,sigmoid,16,4,"{'clf__dropout': 0.2, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 16, 'clf__nn2': 4}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
21,0.8469337940216064,0.06275401942198529,0.0874373435974121,0.007606886808578392,0.2,sigmoid,16,2,"{'clf__dropout': 0.2, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 16, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
22,0.8031657695770263,0.012519232222781498,0.08747949600219726,0.007637471240181221,0.2,sigmoid,8,4,"{'clf__dropout': 0.2, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 8, 'clf__nn2': 4}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
23,0.8313258171081543,0.08461285437913371,0.08744893074035645,0.007610542828631413,0.2,sigmoid,8,2,"{'clf__dropout': 0.2, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 8, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
24,0.8093770503997803,0.00636296087086704,0.08747024536132812,0.0076959545176407676,0.5,relu,16,4,"{'clf__dropout': 0.5, 'clf__hidden_activation': 'relu', 'clf__nn1': 16, 'clf__nn2': 4}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
25,0.8531467914581299,0.05898779763848482,0.08121442794799805,0.006264849087365197,0.5,relu,16,2,"{'clf__dropout': 0.5, 'clf__hidden_activation': 'relu', 'clf__nn1': 16, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
26,0.7813034534454346,0.00010530475515576719,0.09057660102844238,0.006262182097897751,0.5,relu,8,4,"{'clf__dropout': 0.5, 'clf__hidden_activation': 'relu', 'clf__nn1': 8, 'clf__nn2': 4}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
27,0.8188183784484864,0.06756753050138137,0.09055094718933106,0.006221146362144387,0.5,relu,8,2,"{'clf__dropout': 0.5, 'clf__hidden_activation': 'relu', 'clf__nn1': 8, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
28,0.8094312191009522,0.006299848290022977,0.08744277954101562,0.007610491293601887,0.5,sigmoid,16,4,"{'clf__dropout': 0.5, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 16, 'clf__nn2': 4}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
29,0.8375591278076172,0.058108918622418106,0.08744282722473144,0.007726868158946711,0.5,sigmoid,16,2,"{'clf__dropout': 0.5, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 16, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
30,0.7937707424163818,0.006267551836339159,0.09373893737792968,0.013977237709536194,0.5,sigmoid,8,4,"{'clf__dropout': 0.5, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 8, 'clf__nn2': 4}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
31,0.8531417846679688,0.06956317719535435,0.08747138977050781,0.012520670202526557,0.5,sigmoid,8,2,"{'clf__dropout': 0.5, 'clf__hidden_activation': 'sigmoid', 'clf__nn1': 8, 'clf__nn2': 2}",0.48210526315789476,0.5284210526315789,0.5189873417721519,0.4409282700421941,0.4978902953586498,0.4936664445924939,0.030925224333186688,1
